GeneName	GWAS	SNPs	Intergenic	Context
ALCAM	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34967119	1	intergenic_variant
ALG10B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12427164	1	intergenic_variant
ALG10B	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12822662	1	regulatory_region_variant
ALG10B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1843888	1	intergenic_variant
ALG10B	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs34354917	1	regulatory_region_variant
ALG10B	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs6582618	1	intergenic_variant
ALG10B	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs7313852	1	intergenic_variant
ALKBH3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs34239319	0	5_prime_UTR_variant
ALKBH4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7795180	0	intron_variant
ANK1	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs13282541	0	intron_variant
ANK1	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs62508246	1	intergenic_variant
ANK2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4834311	0	intron_variant
ANK2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4834311	0	intron_variant
ANK3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11597421	0	intron_variant
ANKFN1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72829706	0	intron_variant
ANKFN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9898091	0	intron_variant
ANKIB1	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs117704951	0	intron_variant
ANP32E	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs10888576	0	intron_variant
ANP32E	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12401456	0	intron_variant
ANP32E	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs956796	1	intergenic_variant
ANXA9	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs267733	0	missense_variant
AP000787.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4121878	1	intergenic_variant
AP000851.1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs17098961	0	intron_variant
AP001107.3	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs10896109	1	TF_binding_site_variant
AP001350.2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12787765	1	intergenic_variant
AP001790.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4121878	1	intergenic_variant
AP001830.2	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7131148	1	intergenic_variant
AP002428.1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs10750135	1	intergenic_variant
AP003179.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7108229	1	intergenic_variant
AP003398.1	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs12791153	1	intergenic_variant
AP003398.2	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs12791153	1	intergenic_variant
AP003557.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7925560	1	intergenic_variant
AP003557.2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7925560	1	intergenic_variant
AP003715.1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs10750135	1	intergenic_variant
AP005203.1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs62082533	0	intron_variant
AP005230.1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs1784848	0	intron_variant
AP005262.1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs2580160	0	intron_variant
AP006245.2	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs192534763	1	intergenic_variant
AP2B1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2011528	0	intron_variant
AP2B1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs225289	0	intron_variant
AP2B1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs226090	0	intron_variant
APOBEC3AP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs79751662	1	intergenic_variant
ARHGAP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4319473	0	intron_variant
ARHGAP15	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2731553	0	intron_variant
ARHGAP15	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs28380327	0	intron_variant
ARHGAP15	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs35125029	0	intron_variant
ARHGAP15	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs62172117	0	intron_variant
ARHGAP24	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7683928	0	intron_variant
ARHGAP30	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12130871	0	intron_variant
ARHGAP30	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12135996	0	intron_variant
ARID2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs11183201	0	intron_variant
ARID2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2193749	0	intron_variant
ARID2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs247929	0	intron_variant
ARIH2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62262466	0	intron_variant
ARNTL	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12805304	0	intron_variant
ARNTL	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs60521023	0	intron_variant
ARNTL	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7949336	0	intron_variant
ARRDC1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1776776	1	regulatory_region_variant
ASB1	gwas_catalog:EFO_0004354_|_PubMedID:26955885	rs11895698	0	intron_variant
ASB1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs188004381	1	intergenic_variant
ASB3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10193431	1	intergenic_variant
ASB3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4672458	1	intergenic_variant
ASB3	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs76645968	0	intron_variant
ASB7	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11852820	0	intron_variant
ASB7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1873958	0	intron_variant
ASIC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12938235	0	intron_variant
ASIC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4365329	0	intron_variant
ASS1P9	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs702612	1	regulatory_region_variant
ATAD2B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2712056	1	intergenic_variant
ATE1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11200159	0	intron_variant
ATE1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2173244	0	intron_variant
ATE1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4752593	0	intron_variant
ATG4AP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs213443	1	intergenic_variant
ATG4AP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs213462	1	intergenic_variant
ATXN7L2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10494041	0	non_coding_transcript_exon_variant
AUTS2	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs2006810	0	non_coding_transcript_exon_variant
AUTS2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4236237	0	intron_variant
AVPR1A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10877962	1	intergenic_variant
AVPR1A	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11174781	1	intergenic_variant
AVPR1A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11174782	1	intergenic_variant
AVPR1A	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4547160	1	intergenic_variant
AVPR1A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9788226	1	intergenic_variant
AXDND1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11580135	0	non_coding_transcript_exon_variant
AXDND1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs975025	0	intron_variant
BANK1	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs13109404	0	intron_variant
BCAP29	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs7778250	0	intron_variant
BDH2P1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11154718	1	intergenic_variant
BDNF-AS	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10501087	0	intron_variant
BDNF-AS	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10742179	0	intron_variant
BDNF-AS	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs925947	0	intron_variant
BEGAIN	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10148448	0	intron_variant
BEGAIN	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11845599	0	missense_variant
BEGAIN	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12432176	0	intron_variant
BICC1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2893787	0	intron_variant
BICC1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs7901135	0	intron_variant
BICC1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs9416744	0	intron_variant
BIRC6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11678584	1	intergenic_variant
BLK	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1478898	0	intron_variant
BMI1P1	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs73536079	1	intergenic_variant
BOLL	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs700641	0	intron_variant
BRINP3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs146820337	0	intron_variant
BRINP3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34580810	1	intergenic_variant
BRSK2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9795439	0	3_prime_UTR_variant
BSN	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62262670	0	intron_variant
BTBD9	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3923809	0	intron_variant
BTBD9	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs9369062	0	intron_variant
BTRC	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11190970	0	intron_variant
BUD13	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs1263056	1	intergenic_variant
C14orf39	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6573308	1	intergenic_variant
C16orf78	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4785296	1	intergenic_variant
C16orf97	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3743794	0	non_coding_transcript_exon_variant
C1orf54	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321	rs10157197	0	intron_variant
C1orf54	gwas_catalog:EFO_0004354_|_PubMedID:28604731	rs10788873	0	intron_variant
C1orf94	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7524118	1	intergenic_variant
C1orf94	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs915416	1	TF_binding_site_variant
C1QL1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3760381	1	regulatory_region_variant
C1QTNF4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11039308	1	intergenic_variant
C3orf18	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7652260	1	regulatory_region_variant
C9orf147	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10123584	0	intron_variant
CA10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12601968	1	intergenic_variant
CA10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs55846845	0	intron_variant
CA10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6504758	0	intron_variant
CA14	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs34714364	0	synonymous_variant
CABYRP1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs77191500	0	non_coding_transcript_exon_variant
CACNA2D2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2236950	0	intron_variant
CACNA2D2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7652260	1	regulatory_region_variant
CACNA2D2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs79821347	0	intron_variant
CACNA2D3	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs1168696	0	intron_variant
CADM1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs7130530	0	intron_variant
CADM2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1449403	0	intron_variant
CADM2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs55753638	0	intron_variant
CADM2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs957501	0	intron_variant
CALCOCO2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs612720	0	intron_variant
CALN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2138759	0	intron_variant
CALN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2944822	0	intron_variant
CALN1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2944831	0	intron_variant
CAMK2D	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7700110	0	intron_variant
CAMKMT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12998046	0	intron_variant
CAMKMT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13403127	0	intron_variant
CAMKMT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1579641	0	intron_variant
CAMKMT	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2592199	0	intron_variant
CAMKMT	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs786406	0	intron_variant
CAMKV	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6797500	0	3_prime_UTR_variant
CAMTA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs142872577	0	intron_variant
CAMTA1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7534398	0	intron_variant
CAMTA1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs76626729	0	intron_variant
CAPZA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6537747	0	intron_variant
CAPZA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6690292	0	intron_variant
CASC16	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30595370;30696823;30804565	rs12927162	0	intron_variant
CASC18	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs3863381	0	intron_variant
CAV3	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs149611468	0	intron_variant
CBX1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs117974417	0	intron_variant
CCDC12	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs78580841	0	intron_variant
CCDC61	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1007204	1	intergenic_variant
CCDC81	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs7951433	1	intergenic_variant
CCDC87	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs662094	1	intergenic_variant
CCDC90B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1278402	0	3_prime_UTR_variant
CCHCR1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs115235267	0	splice_region_variant
CCNH	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs66507804	0	intron_variant
CCT6B	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12452225	0	non_coding_transcript_exon_variant
CD59	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs11032362	1	regulatory_region_variant
CD8B2	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs11686221	1	intergenic_variant
CDC25C	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11567976	0	intron_variant
CDH13	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs74249525	0	intron_variant
CDH19	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34329963	1	intergenic_variant
CDH19	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9958145	1	intergenic_variant
CDH23	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs10823730	1	intergenic_variant
CDH4	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs1892312	0	intron_variant
CEMIP2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6560218	1	regulatory_region_variant
CES5A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1949072	1	regulatory_region_variant
CFAP61	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1474754	0	intron_variant
CHCHD3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7806045	0	intron_variant
CIR1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6433478	0	intron_variant
CLIP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7964138	1	intergenic_variant
CLN5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7332608	0	3_prime_UTR_variant
CLN5	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30804565	rs9565309	0	3_prime_UTR_variant
CLN5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9573971	0	non_coding_transcript_exon_variant
CLN5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9573980	0	3_prime_UTR_variant
CLRN1-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7649164	0	intron_variant
CLUHP8	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1969363	1	intergenic_variant
CNBD1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2453452	0	intron_variant
CNTN4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17786957	0	intron_variant
CNTN4	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs34581681	0	intron_variant
CNTN4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs35346733	0	intron_variant
CNTN5	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs17577073	0	intron_variant
CNTNAP5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs76064513	0	intron_variant
COG5	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs6979198	0	intron_variant
COL4A1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs71440053	0	intron_variant
COPZ1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs7299922	0	intron_variant
COPZ2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12051	0	3_prime_UTR_variant
COPZ2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs35653190	1	intergenic_variant
COQ10B	gwas_catalog:EFO_0008328;EFO_0004354_|_PubMedID:30696823;26835600	rs3731570	1	regulatory_region_variant
CPEB1	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs17507216	0	intron_variant
CPEB3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs61875203	0	intron_variant
CPNE8	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17464772	0	intron_variant
CPNE8	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4595586	0	intron_variant
CPNE8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7312879	0	intron_variant
CPNE8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7314227	0	intron_variant
CPNE8	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9325144	1	intergenic_variant
CPNE8-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1400283	1	intergenic_variant
CPQ	gwas_catalog:EFO_0005271_|_PubMedID:23728906	rs17737465	0	intron_variant
CRHBP	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs32897	0	intron_variant
CRIM1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs848552	0	intron_variant
CRIPT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6544906	1	intergenic_variant
CRTAC1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs12412747	0	intron_variant
CRY1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs1017168	0	intron_variant
CRY1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10861694	0	intron_variant
CSMD1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12547604	1	intergenic_variant
CSMD1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs35524253	0	intron_variant
CSMD1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs35748596	0	intron_variant
CSMD1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62479736	0	intron_variant
CTBP2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4962716	0	non_coding_transcript_exon_variant
CTBP2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs9664044	0	intron_variant
CTC1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs7503199	0	intron_variant
CTSF	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs662094	1	intergenic_variant
CTSS	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs11587444	0	intron_variant
CTXN3	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs10075092	1	intergenic_variant
CUL9	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs113113059	0	intron_variant
CUX1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs202157	0	intron_variant
CUX1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs73405966	0	intron_variant
CYLC1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4375148	1	intergenic_variant
CYP2A6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56113850	0	intron_variant
CYP51A1P1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs112201801	1	intergenic_variant
CYP51A1P1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56242353	1	intergenic_variant
DAB1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs269054	0	intron_variant
DAB1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs540431	0	intron_variant
DDC	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs6967481	1	intergenic_variant
DDI2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs17448682	0	intron_variant
DEDD2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs8182491	0	intron_variant
DENND1A	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs10818834	0	intron_variant
DENND1A	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs7027071	0	intron_variant
DERA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1799464	1	intergenic_variant
DGKG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1468945	0	intron_variant
DGKG	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2239626	0	non_coding_transcript_exon_variant
DGKG	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6778003	0	intron_variant
DGKG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73182221	0	intron_variant
DGKG	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7617588	0	5_prime_UTR_variant
DIP2C	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1750785	1	intergenic_variant
DMRT1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs4742419	1	regulatory_region_variant
DMRT2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs13284938	1	intergenic_variant
DNAH1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56357549	0	intron_variant
DNAJA1P1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12871550	1	intergenic_variant
DNAJC16	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs59948050	0	intron_variant
DNAJC16	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77576965	0	intron_variant
DOCK1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10830107	1	intergenic_variant
DOCK3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62260125	0	intron_variant
DPYD	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12047910	0	intron_variant
DPYD	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12139650	0	intron_variant
DPYD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1760217	0	intron_variant
DPYD	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs75641275	0	intron_variant
DPYD-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12047910	0	intron_variant
DPYD-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12139650	0	intron_variant
DPYD-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1760217	0	intron_variant
DPYSL3	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs35309287	0	intron_variant
DRD1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs265981	0	5_prime_UTR_variant
DRD2	gwas_catalog:EFO_0005271_|_PubMedID:27992416	rs17601612	0	intron_variant
DRD2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2514214	1	regulatory_region_variant
DRD3	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs1800828	0	intron_variant
DTNA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17643207	0	intron_variant
DUS3L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs36055559	1	intergenic_variant
DUS4L-BCAP29	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs7778250	0	intron_variant
EBLN3P	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs10973207	1	TF_binding_site_variant
EBLN3P	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2291589	0	non_coding_transcript_exon_variant
ECE1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs12752290	1	intergenic_variant
EEF1A1P11	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs11165655	1	intergenic_variant
EEF1A1P11	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2256459	1	regulatory_region_variant
EEF1A1P11	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9437742	1	intergenic_variant
EEF1A1P12	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs11686221	1	intergenic_variant
EEF1GP4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2404340	1	intergenic_variant
EEF1GP4	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9790314	1	intergenic_variant
EFCAB8	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11697690	0	intron_variant
EFNA5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1559253	1	regulatory_region_variant
EGR2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs10761674	0	intron_variant
EHMT2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs486416	0	intron_variant
EIF2AK3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11681299	0	intron_variant
EIF2AK3-DT	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1606803	1	regulatory_region_variant
EIF4G3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10916866	0	intron_variant
EIF4G3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10916892	0	intron_variant
